iter	Logloss
569	0.1445482851
570	0.1444324373
571	0.1443644464
572	0.1442270956
573	0.1440477838
574	0.1438376868
575	0.1437722531
576	0.1434896082
577	0.1433391256
578	0.1431836997
579	0.1429723728
580	0.1428495091
581	0.1427805009
582	0.142637071
583	0.1425626105
584	0.1424026772
585	0.1423719848
586	0.1422262814
587	0.1421556659
588	0.1420334063
589	0.1418586272
590	0.1417337055
591	0.1415404154
592	0.1414739291
593	0.1412804719
594	0.1410451344
595	0.1409618853
596	0.1407642412
597	0.1405943129
598	0.1404368296
599	0.1403651712
600	0.1402572018
601	0.1401228168
602	0.1398918297
603	0.1398209095
604	0.1396419785
605	0.1394758359
606	0.139363679
607	0.1392706702
608	0.1390603493
609	0.1388596536
610	0.1387304746
611	0.138532703
612	0.1384925551
613	0.1383040463
614	0.1382204179
615	0.1381127665
616	0.137969214
617	0.1378354952
618	0.1377819722
619	0.1374885534
620	0.1373601463
621	0.1372468746
622	0.1370701479
623	0.1369391008
624	0.1367864182
625	0.1367120517
626	0.1365086986
627	0.1364029275
628	0.13625235
629	0.1361300305
630	0.1360070971
631	0.1358481704
632	0.135733008
633	0.135655767
634	0.1354835795
635	0.1353140988
636	0.1351500861
637	0.1349810546
638	0.1348504585
639	0.1347423675
640	0.1345600336
641	0.1344989394
642	0.134395735
643	0.1342708599
644	0.1341511563
645	0.134029005
646	0.1338945492
647	0.1337066431
648	0.1335775815
649	0.1333762492
650	0.1331990798
651	0.1331058817
652	0.132920115
653	0.1328171612
654	0.1326651525
655	0.1324983145
656	0.1323787846
657	0.1322810124
658	0.1321781042
659	0.1320447142
660	0.1319538834
661	0.1318114203
662	0.1317380161
663	0.1315808852
664	0.1314853937
665	0.1314076081
666	0.1313239687
667	0.131237907
668	0.131087613
669	0.1310159339
670	0.1308659348
671	0.1306783223
672	0.130638046
673	0.130544981
674	0.1304686509
675	0.130357369
676	0.1302037881
677	0.1301321672
678	0.1300159053
679	0.1298903787
680	0.1298723291
681	0.1297348347
682	0.1295142304
683	0.1294371198
684	0.1291038415
685	0.128959922
686	0.1287854184
687	0.1286588661
688	0.1285799097
689	0.1284205927
690	0.1283138644
691	0.1281050645
692	0.1279937703
693	0.1278607001
694	0.1277662991
695	0.127568858
696	0.1274732947
697	0.1274174651
698	0.1272773559
699	0.1271832483
700	0.1270352038
701	0.1269773744
702	0.126740343
703	0.1266077422
704	0.1264611408
705	0.1262805314
706	0.1261486213
707	0.1259734021
708	0.1258542087
709	0.1256181358
710	0.1255111584
711	0.1253929782
712	0.1252094835
713	0.125040419
714	0.1249057047
715	0.1247441501
716	0.1245467456
717	0.1244162869
718	0.1243269451
719	0.1241792548
720	0.1240341573
721	0.1239422952
722	0.123822011
723	0.1237277835
724	0.1235795028
725	0.123423319
726	0.1233337167
727	0.1232334937
728	0.1230622895
729	0.1229960747
730	0.1228935197
731	0.1227940318
732	0.1226856695
733	0.1224659189
734	0.1223816433
735	0.1222799392
736	0.1222152632
737	0.1221180081
738	0.1219447314
739	0.1218343944
740	0.1217180845
741	0.1215579633
742	0.1214071009
743	0.1213214768
744	0.121250184
745	0.1211792388
746	0.1211053439
747	0.1209949039
748	0.1208374904
749	0.1207325941
750	0.1206499937
751	0.1204391861
752	0.1203529004
753	0.1202755406
754	0.1201499117
755	0.1200820863
756	0.1199991911
757	0.1198973111
758	0.1197555945
759	0.1195862208
760	0.1194266441
761	0.119315349
762	0.1191596752
763	0.1190454814
764	0.1188002882
765	0.1186721401
766	0.1185963175
767	0.1184507697
768	0.1182820219
769	0.1181247042
770	0.1179822304
771	0.1178788245
772	0.1178260791
773	0.117691544
774	0.1175538242
775	0.1174277561
776	0.1173222699
777	0.117196875
778	0.1170346603
779	0.116947224
780	0.116862081
781	0.1166950517
782	0.116569501
783	0.1164820551
784	0.1163076314
785	0.1161908244
786	0.1160381908
787	0.115874885
788	0.1157904291
789	0.1156285944
790	0.1155186484
791	0.1154183165
792	0.1153049303
793	0.1151694211
794	0.1150625743
795	0.1148755552
796	0.114728008
797	0.1146315787
798	0.1145492281
799	0.1144820451
800	0.1143182201
801	0.1142323674
802	0.1141114784
803	0.1139505997
804	0.1138850456
805	0.1137479664
806	0.1136578687
807	0.1135463132
808	0.1134116691
809	0.1132924513
810	0.1131667617
811	0.1130581862
812	0.1129836322
813	0.1128248226
814	0.112707375
815	0.1125966594
816	0.1124381585
817	0.1123839839
818	0.1122856297
819	0.1121419717
820	0.1119629003
821	0.1118977612
822	0.1117785292
823	0.1117372832
824	0.1116247498
825	0.1114529643
826	0.1113387114
827	0.1112708267
828	0.1111905342
829	0.1111154729
830	0.1110909277
831	0.1109157124
832	0.1108331503
833	0.1107030716
834	0.1106470859
835	0.1106075671
836	0.1105626766
837	0.1104668324
838	0.1103984042
839	0.1103220514
840	0.1102482195
841	0.1101502421
842	0.1100818506
843	0.110019656
844	0.1099302332
845	0.1098479898
846	0.1097583162
847	0.1096843866
848	0.1095840222
849	0.1095527851
850	0.1094560981
851	0.1093491428
852	0.1092307397
853	0.1091141596
854	0.1090039659
855	0.1088915116
856	0.1087792104
857	0.1086514148
858	0.108539851
859	0.1084480845
860	0.1083965482
861	0.1082753059
862	0.1080832929
863	0.1079367718
864	0.1078794981
865	0.1077263807
866	0.1076685264
867	0.1075922211
868	0.1075315749
869	0.1074619065
870	0.1073890081
871	0.107228413
872	0.1071589675
873	0.1070779296
874	0.1069991629
875	0.1069130405
876	0.1068219612
877	0.1067053302
878	0.1066437152
879	0.106566513
880	0.1064726861
881	0.1063886945
882	0.1063170847
883	0.1062394181
884	0.106162319
885	0.1060689912
886	0.1059646516
887	0.1059123369
888	0.1057797605
889	0.1057282111
890	0.1056841524
891	0.1056074682
892	0.1055661722
893	0.1054902683
894	0.1053093043
895	0.1051964957
896	0.1051419199
897	0.1050058435
898	0.1048464321
899	0.104701118
900	0.1046587981
901	0.1045869496
902	0.1045170076
903	0.1044388355
904	0.1043420551
905	0.1041959009
906	0.1041271411
907	0.1039613536
908	0.1038687697
909	0.1037575114
910	0.1036141259
911	0.1035270348
912	0.1034491543
913	0.1033470371
914	0.1032550372
915	0.1031626459
916	0.1031031585
917	0.1030564259
918	0.1029630164
919	0.1028406837
920	0.1027412524
921	0.102653367
922	0.1025657764
923	0.1025029078
924	0.1024250076
925	0.1023746276
926	0.1022349363
927	0.1021603438
928	0.1020887805
929	0.1019969469
930	0.1019182986
931	0.101835367
932	0.1017439564
933	0.1016694153
934	0.1016131111
935	0.1015294235
936	0.1014647344
937	0.1012891408
938	0.1012240099
939	0.100997295
940	0.1008836348
941	0.1008088071
942	0.1007541835
943	0.1006920259
944	0.1005964507
945	0.1005151546
946	0.1004788858
947	0.1004239063
948	0.1003605299
949	0.1002649203
950	0.1002029851
951	0.1000505628
952	0.1000178346
953	0.09987313556
954	0.09977316225
955	0.09970915655
956	0.09965978483
957	0.09957506923
958	0.09952188847
959	0.09945660764
960	0.09938803746
961	0.09929144655
962	0.09923694052
963	0.09917723663
964	0.09903767576
965	0.09896561903
966	0.09885135498
967	0.09878025376
968	0.09870695127
969	0.09858071835
970	0.09845866114
971	0.09842085052
972	0.09836998554
973	0.09832164885
974	0.09823495759
975	0.09819657606
976	0.09802270734
977	0.0979705554
978	0.09786477862
979	0.09766966415
980	0.09756749893
981	0.09752024527
982	0.0974907632
983	0.09739741049
984	0.09729326093
985	0.09725956663
986	0.09717611669
987	0.09713265871
988	0.09708780736
989	0.09694033415
990	0.09689352304
991	0.09681484003
992	0.09669929238
993	0.09662444692
994	0.09648962079
995	0.09644060864
996	0.09640214101
997	0.0963560748
998	0.09629162793
999	0.09616054582
