key,b_upper,t,A,hg,he,hp,hs,hm,hi,b_downer
bf310fd4-4784-4571-9d5f-5cea1d00e487,2.876315789473684,2.9499999999999997,6.909674515235458,0.09521408216580164,0.0724810186567784,0.19940616711646797,0.06052392834776899,0.2947368421052626,0,1.8526315789473684
